task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Order,OHIO,4.2
Verify Fill,BEYONDRX_AZ,8.7
Verify Order,BEYONDRX_AZ,5.87
Verify Order,BEYONDRX_AZ,11.25
Verify Batch,BEYONDRX_AZ,10.95
Verify Fill,BEYONDRX_AZ,10.23
Verify Batch,OHIO,3.7
Verify Batch,OHIO,6.27
Verify Batch,BEYONDRX_OH,11.1
Verify Batch,BEYONDRX_OH,14.72
Verify Order,OHIO,11.28
Verify Batch,BEYONDRX_AZ,5.42
Verify Order,BEYONDRX_OH,15.72
Verify Order,BEYONDRX_OH,8.17
Verify Batch,OHIO,5.63
Verify Order,OHIO,29.99
Verify Batch,BEYONDRX_AZ,11.31
Verify Fill,BEYONDRX_AZ,7.6
Verify Order,OHIO,1.42
Verify Order,BEYONDRX_OH,7.88
Verify Fill,BEYONDRX_AZ,15.83
Verify Order,BEYONDRX_OH,13.43
Verify Fill,BEYONDRX_AZ,4.51
Verify Fill,BEYONDRX_OH,7.59
Verify Order,OHIO,6.03
Verify Order,OHIO,16.37
Verify Fill,BEYONDRX_OH,4.08
Verify Batch,OHIO,2.76
Verify Order,BEYONDRX_OH,11.47
Verify Fill,BEYONDRX_AZ,3.75
Verify Batch,BEYONDRX_OH,6.73
Verify Fill,BEYONDRX_AZ,6.89
Verify Order,BEYONDRX_AZ,16.18
Verify Fill,BEYONDRX_AZ,3.94
Verify Batch,OHIO,5.61
Verify Batch,BEYONDRX_AZ,12.99
Verify Fill,BEYONDRX_AZ,7.51
Verify Fill,BEYONDRX_OH,5.71
Verify Order,BEYONDRX_OH,7.01
Verify Order,OHIO,6.47
Verify Order,BEYONDRX_OH,6.22
Verify Order,OHIO,18.34
Verify Order,BEYONDRX_OH,7.11
Verify Fill,BEYONDRX_OH,15.34
Verify Order,BEYONDRX_AZ,4.76
Verify Batch,BEYONDRX_OH,8.09
Verify Fill,BEYONDRX_AZ,2.52
Verify Fill,BEYONDRX_OH,7.04
Verify Batch,BEYONDRX_OH,6.16
Verify Batch,BEYONDRX_AZ,6.68
Verify Order,OHIO,6.0
Verify Fill,BEYONDRX_OH,11.95
Verify Fill,BEYONDRX_OH,6.07
Verify Order,OHIO,7.83
Verify Batch,BEYONDRX_OH,8.89
Verify Fill,BEYONDRX_AZ,11.8
Verify Batch,BEYONDRX_OH,7.6
Verify Order,BEYONDRX_AZ,8.15
Verify Order,BEYONDRX_OH,7.6
Verify Order,BEYONDRX_OH,10.55
Verify Fill,BEYONDRX_OH,17.29
Verify Order,OHIO,8.01
Verify Batch,BEYONDRX_AZ,5.93
Verify Batch,BEYONDRX_AZ,8.28
Verify Fill,OHIO,7.43
Verify Fill,BEYONDRX_AZ,5.75
Verify Fill,BEYONDRX_AZ,8.54
Verify Order,BEYONDRX_OH,4.67
Verify Order,BEYONDRX_AZ,2.88
Verify Fill,OHIO,7.59
Verify Fill,BEYONDRX_OH,7.83
Verify Order,BEYONDRX_OH,3.36
Verify Order,BEYONDRX_OH,6.86
Verify Order,BEYONDRX_OH,4.05
Verify Batch,OHIO,13.88
Verify Fill,BEYONDRX_AZ,9.31
Verify Batch,BEYONDRX_OH,15.55
Verify Batch,BEYONDRX_AZ,11.16
Verify Batch,BEYONDRX_OH,6.57
Verify Fill,OHIO,3.04
Verify Batch,BEYONDRX_AZ,13.81
Verify Fill,OHIO,12.68
Verify Order,BEYONDRX_AZ,9.63
Verify Order,OHIO,4.2
Verify Batch,BEYONDRX_OH,2.64
Verify Order,OHIO,2.65
Verify Batch,BEYONDRX_OH,7.49
Verify Order,OHIO,4.3
Verify Fill,BEYONDRX_AZ,4.98
Verify Batch,OHIO,7.1
Verify Batch,BEYONDRX_AZ,7.93
Verify Order,BEYONDRX_OH,6.09
Verify Fill,OHIO,5.46
Verify Batch,BEYONDRX_OH,10.9
Verify Order,OHIO,1.53
Verify Fill,OHIO,6.39
Verify Batch,BEYONDRX_OH,4.49
Verify Batch,BEYONDRX_AZ,7.0
Verify Batch,BEYONDRX_OH,14.7
Verify Order,BEYONDRX_AZ,5.01
Verify Order,OHIO,9.2
Verify Order,BEYONDRX_AZ,6.8
Verify Batch,BEYONDRX_OH,5.96
Verify Order,OHIO,6.53
Verify Order,BEYONDRX_OH,12.77
Verify Batch,OHIO,5.54
Verify Batch,BEYONDRX_AZ,6.87
Verify Batch,BEYONDRX_OH,11.67
Verify Batch,BEYONDRX_AZ,14.86
Verify Batch,BEYONDRX_OH,7.02
Verify Fill,BEYONDRX_AZ,10.83
Verify Batch,BEYONDRX_OH,8.18
Verify Batch,BEYONDRX_OH,4.1
Verify Order,OHIO,6.5
Verify Fill,BEYONDRX_AZ,2.84
Verify Order,BEYONDRX_AZ,9.54
Verify Order,BEYONDRX_OH,2.71
Verify Order,BEYONDRX_AZ,16.59
Verify Order,OHIO,11.9
Verify Batch,BEYONDRX_OH,8.97
Verify Batch,OHIO,5.19
Verify Order,BEYONDRX_OH,9.0
Verify Order,BEYONDRX_OH,10.78
Verify Batch,OHIO,9.39
Verify Fill,BEYONDRX_AZ,13.74
Verify Fill,BEYONDRX_OH,3.47
Verify Batch,BEYONDRX_AZ,11.69
Verify Batch,BEYONDRX_OH,13.45
Verify Fill,OHIO,5.05
Verify Order,BEYONDRX_AZ,7.93
Verify Batch,BEYONDRX_OH,11.03
Verify Fill,BEYONDRX_AZ,3.55
Verify Fill,BEYONDRX_AZ,1.91
Verify Batch,BEYONDRX_OH,6.74
Verify Batch,BEYONDRX_AZ,5.39
Verify Fill,BEYONDRX_AZ,17.54
Verify Batch,BEYONDRX_OH,6.95
Verify Order,BEYONDRX_OH,4.67
Verify Order,OHIO,12.01
Verify Fill,BEYONDRX_OH,8.15
Verify Order,BEYONDRX_OH,9.15
Verify Order,BEYONDRX_AZ,11.36
Verify Fill,BEYONDRX_OH,12.53
Verify Batch,BEYONDRX_OH,7.84
Verify Fill,BEYONDRX_OH,7.15
Verify Fill,BEYONDRX_OH,7.18
Verify Order,OHIO,9.23
Verify Order,BEYONDRX_OH,11.42
Verify Fill,OHIO,4.84
Verify Fill,BEYONDRX_OH,9.55
Verify Fill,BEYONDRX_OH,5.11
Verify Order,BEYONDRX_AZ,10.15
Verify Batch,BEYONDRX_AZ,7.04
Verify Batch,BEYONDRX_AZ,4.66
Verify Order,OHIO,14.16
Verify Batch,BEYONDRX_OH,5.21
Verify Batch,OHIO,10.12
Verify Fill,BEYONDRX_OH,8.42
Verify Batch,BEYONDRX_AZ,3.58
Verify Batch,OHIO,11.38
Verify Order,BEYONDRX_OH,16.11
Verify Order,OHIO,2.32
Verify Batch,BEYONDRX_AZ,10.56
Verify Batch,OHIO,2.65
Verify Order,BEYONDRX_OH,6.27
Verify Order,OHIO,6.51
Verify Fill,BEYONDRX_AZ,8.71
Verify Batch,OHIO,8.48
Verify Fill,BEYONDRX_AZ,4.6
Verify Fill,BEYONDRX_AZ,11.27
Verify Fill,BEYONDRX_AZ,5.08
Verify Order,BEYONDRX_OH,8.94
Verify Batch,BEYONDRX_AZ,5.97
Verify Fill,BEYONDRX_AZ,6.06
Verify Fill,OHIO,11.55
Verify Fill,BEYONDRX_AZ,6.43
Verify Order,OHIO,5.95
Verify Batch,OHIO,9.12
Verify Order,OHIO,12.01
Verify Order,BEYONDRX_OH,5.72
Verify Batch,OHIO,3.95
Verify Batch,BEYONDRX_OH,4.68
Verify Order,BEYONDRX_OH,3.07
Verify Batch,BEYONDRX_AZ,17.42
Verify Fill,OHIO,14.82
Verify Order,BEYONDRX_OH,7.99
Verify Batch,BEYONDRX_AZ,10.55
Verify Order,OHIO,8.26
Verify Order,BEYONDRX_OH,11.55
Verify Fill,BEYONDRX_OH,2.72
Verify Fill,OHIO,5.84
Verify Fill,BEYONDRX_OH,6.69
Verify Fill,BEYONDRX_AZ,14.91
Verify Fill,OHIO,8.15
Verify Batch,BEYONDRX_OH,6.24
Verify Batch,BEYONDRX_AZ,6.06
Verify Order,BEYONDRX_AZ,3.64
Verify Fill,BEYONDRX_AZ,10.62
Verify Batch,BEYONDRX_OH,13.55
Verify Order,BEYONDRX_AZ,12.07
Verify Order,BEYONDRX_OH,12.01
Verify Batch,BEYONDRX_AZ,6.54
Verify Fill,BEYONDRX_OH,7.65
Verify Fill,OHIO,6.73
Verify Batch,BEYONDRX_OH,10.15
Verify Order,BEYONDRX_AZ,10.04
Verify Batch,BEYONDRX_OH,6.41
Verify Fill,BEYONDRX_AZ,8.75
Verify Batch,BEYONDRX_OH,9.8
Verify Fill,BEYONDRX_OH,6.11
Verify Batch,OHIO,4.73
Verify Batch,BEYONDRX_OH,7.26
Verify Fill,BEYONDRX_OH,6.38
Verify Order,OHIO,10.3
Verify Batch,BEYONDRX_AZ,12.59
Verify Batch,OHIO,15.34
Verify Order,BEYONDRX_OH,11.78
Verify Fill,OHIO,5.66
Verify Fill,OHIO,10.25
Verify Order,BEYONDRX_AZ,4.49
Verify Order,BEYONDRX_AZ,8.29
Verify Order,BEYONDRX_OH,5.38
Verify Batch,OHIO,10.88
Verify Batch,BEYONDRX_AZ,4.26
Verify Fill,BEYONDRX_AZ,7.46
Verify Batch,OHIO,5.22
Verify Order,BEYONDRX_OH,14.78
Verify Batch,OHIO,19.63
Verify Order,BEYONDRX_AZ,5.86
Verify Batch,OHIO,12.78
Verify Fill,BEYONDRX_OH,8.15
Verify Fill,OHIO,8.7
Verify Order,BEYONDRX_OH,7.13
Verify Fill,OHIO,13.71
Verify Batch,BEYONDRX_OH,6.56
Verify Order,BEYONDRX_OH,14.12
Verify Batch,BEYONDRX_OH,6.22
Verify Order,BEYONDRX_AZ,8.19
Verify Order,BEYONDRX_AZ,3.07
Verify Batch,BEYONDRX_OH,2.46
Verify Fill,BEYONDRX_OH,10.7
Verify Fill,BEYONDRX_AZ,4.8
Verify Order,BEYONDRX_AZ,4.38
Verify Batch,BEYONDRX_OH,8.45
Verify Order,BEYONDRX_AZ,11.31
Verify Order,BEYONDRX_OH,12.21
Verify Order,BEYONDRX_OH,6.49
Verify Fill,OHIO,8.17
Verify Batch,BEYONDRX_AZ,14.77
Verify Order,BEYONDRX_AZ,17.89
Verify Fill,BEYONDRX_AZ,6.8
Verify Batch,BEYONDRX_OH,14.6
Verify Batch,OHIO,8.9
Verify Fill,OHIO,11.6
Verify Order,BEYONDRX_OH,16.24
Verify Batch,BEYONDRX_OH,9.18
Verify Batch,BEYONDRX_AZ,11.52
Verify Fill,BEYONDRX_AZ,12.05
Verify Fill,OHIO,11.99
Verify Order,OHIO,9.54
Verify Order,OHIO,3.83
Verify Batch,OHIO,15.73
Verify Batch,BEYONDRX_OH,16.15
Verify Batch,BEYONDRX_OH,5.56
Verify Batch,BEYONDRX_OH,10.26
Verify Batch,BEYONDRX_OH,13.47
Verify Order,BEYONDRX_OH,10.28
Verify Order,BEYONDRX_AZ,12.31
Verify Batch,BEYONDRX_AZ,20.14
Verify Order,BEYONDRX_AZ,11.14
Verify Order,BEYONDRX_OH,7.34
Verify Order,BEYONDRX_OH,4.5
Verify Fill,BEYONDRX_OH,3.37
Verify Order,OHIO,10.93
Verify Order,OHIO,9.08
Verify Batch,BEYONDRX_AZ,1.41
Verify Order,OHIO,4.97
Verify Fill,BEYONDRX_OH,10.96
Verify Batch,BEYONDRX_OH,5.97
Verify Fill,OHIO,11.34
Verify Fill,OHIO,7.07
Verify Batch,OHIO,6.52
Verify Batch,BEYONDRX_AZ,6.92
Verify Order,BEYONDRX_OH,8.21
Verify Batch,OHIO,6.46
Verify Order,BEYONDRX_AZ,11.67
Verify Batch,OHIO,16.32
Verify Batch,BEYONDRX_AZ,6.46
Verify Batch,BEYONDRX_AZ,13.63
Verify Fill,BEYONDRX_OH,11.03
Verify Batch,BEYONDRX_OH,3.27
Verify Batch,OHIO,7.07
Verify Fill,BEYONDRX_OH,12.16
Verify Order,OHIO,3.38
Verify Order,BEYONDRX_OH,8.4
Verify Fill,BEYONDRX_AZ,8.36
Verify Batch,OHIO,15.99
Verify Batch,BEYONDRX_OH,5.91
Verify Batch,BEYONDRX_AZ,9.58
Verify Fill,BEYONDRX_AZ,3.61
Verify Order,BEYONDRX_OH,12.09
Verify Batch,BEYONDRX_OH,9.51
Verify Order,BEYONDRX_OH,6.48
Verify Fill,OHIO,5.98
Verify Order,BEYONDRX_AZ,9.55
Verify Order,BEYONDRX_AZ,8.61
Verify Order,BEYONDRX_OH,10.03
Verify Fill,BEYONDRX_OH,14.97
Verify Batch,BEYONDRX_OH,14.0
Verify Batch,BEYONDRX_AZ,9.3
Verify Batch,OHIO,13.27
Verify Batch,BEYONDRX_OH,10.92
Verify Batch,OHIO,12.87
Verify Fill,BEYONDRX_OH,7.08
Verify Batch,BEYONDRX_OH,7.0
Verify Fill,BEYONDRX_AZ,5.15
Verify Fill,BEYONDRX_AZ,10.9
Verify Fill,BEYONDRX_OH,7.1
Verify Batch,BEYONDRX_AZ,7.57
Verify Batch,BEYONDRX_OH,10.58
Verify Order,BEYONDRX_AZ,5.42
Verify Batch,OHIO,8.06
Verify Fill,BEYONDRX_OH,9.29
Verify Fill,OHIO,12.27
Verify Batch,OHIO,9.97
Verify Batch,BEYONDRX_OH,2.22
Verify Fill,BEYONDRX_OH,14.31
Verify Batch,OHIO,10.43
Verify Fill,OHIO,14.14
Verify Fill,BEYONDRX_AZ,10.3
Verify Batch,OHIO,3.79
Verify Batch,BEYONDRX_OH,4.3
Verify Batch,BEYONDRX_AZ,13.9
Verify Order,BEYONDRX_AZ,15.07
Verify Fill,BEYONDRX_AZ,11.43
Verify Batch,BEYONDRX_OH,9.46
Verify Order,BEYONDRX_OH,5.55
Verify Fill,OHIO,11.22
Verify Fill,OHIO,2.68
Verify Batch,BEYONDRX_OH,3.03
Verify Batch,BEYONDRX_AZ,4.54
Verify Order,BEYONDRX_OH,7.54
Verify Batch,BEYONDRX_AZ,15.35
Verify Fill,BEYONDRX_AZ,12.47
Verify Order,OHIO,3.09
Verify Batch,BEYONDRX_OH,9.75
Verify Batch,BEYONDRX_AZ,6.56
Verify Batch,OHIO,2.01
Verify Fill,OHIO,10.19
Verify Order,OHIO,16.15
Verify Batch,BEYONDRX_OH,6.92
Verify Order,BEYONDRX_OH,7.76
Verify Order,BEYONDRX_AZ,5.35
Verify Batch,OHIO,6.34
Verify Order,BEYONDRX_OH,3.2
Verify Fill,BEYONDRX_OH,9.89
Verify Batch,BEYONDRX_AZ,7.28
Verify Fill,BEYONDRX_AZ,6.04
Verify Order,BEYONDRX_OH,8.74
Verify Batch,BEYONDRX_AZ,6.11
Verify Order,BEYONDRX_AZ,15.18
Verify Order,BEYONDRX_OH,9.03
Verify Fill,BEYONDRX_OH,9.67
Verify Order,OHIO,6.66
Verify Batch,BEYONDRX_OH,4.44
Verify Fill,OHIO,9.88
Verify Fill,BEYONDRX_OH,13.82
Verify Fill,BEYONDRX_AZ,10.53
Verify Fill,BEYONDRX_OH,7.66
Verify Fill,OHIO,3.95
Verify Batch,BEYONDRX_AZ,7.98
Verify Order,BEYONDRX_AZ,6.8
Verify Batch,OHIO,15.44
Verify Fill,BEYONDRX_AZ,7.2
Verify Fill,OHIO,5.09
Verify Order,BEYONDRX_OH,5.25
Verify Batch,BEYONDRX_AZ,6.45
Verify Batch,BEYONDRX_OH,7.45
Verify Order,OHIO,8.93
Verify Order,BEYONDRX_AZ,1.68
Verify Batch,OHIO,12.67
Verify Order,BEYONDRX_AZ,7.06
Verify Fill,BEYONDRX_OH,5.97
Verify Order,OHIO,8.16
Verify Order,OHIO,17.49
Verify Fill,BEYONDRX_OH,11.79
Verify Batch,OHIO,3.37
Verify Order,BEYONDRX_AZ,13.44
Verify Fill,BEYONDRX_OH,6.71
Verify Batch,OHIO,10.16
Verify Fill,OHIO,11.38
Verify Batch,BEYONDRX_OH,6.28
Verify Batch,BEYONDRX_AZ,4.76
Verify Order,BEYONDRX_OH,7.65
Verify Order,OHIO,3.5
Verify Batch,OHIO,4.73
Verify Order,BEYONDRX_OH,8.96
Verify Order,BEYONDRX_OH,4.32
Verify Order,OHIO,10.53
Verify Fill,OHIO,13.45
Verify Batch,OHIO,3.16
Verify Batch,OHIO,7.63
Verify Fill,OHIO,8.84
Verify Order,BEYONDRX_OH,5.08
Verify Batch,BEYONDRX_AZ,11.08
Verify Fill,BEYONDRX_AZ,3.65
Verify Fill,BEYONDRX_AZ,4.34
Verify Fill,BEYONDRX_OH,6.17
Verify Order,OHIO,8.82
Verify Fill,BEYONDRX_AZ,8.61
Verify Batch,BEYONDRX_AZ,12.44
Verify Batch,OHIO,5.47
Verify Batch,BEYONDRX_AZ,13.86
Verify Order,BEYONDRX_OH,3.01
Verify Batch,BEYONDRX_OH,11.3
Verify Fill,BEYONDRX_OH,13.06
Verify Order,BEYONDRX_OH,8.23
Verify Batch,OHIO,11.95
Verify Fill,BEYONDRX_AZ,10.13
Verify Order,BEYONDRX_OH,12.81
Verify Order,OHIO,9.25
Verify Fill,BEYONDRX_AZ,13.25
Verify Batch,BEYONDRX_AZ,12.86
Verify Fill,BEYONDRX_OH,15.68
Verify Order,BEYONDRX_AZ,5.22
Verify Order,BEYONDRX_OH,4.55
Verify Order,BEYONDRX_AZ,4.43
Verify Order,BEYONDRX_AZ,6.61
Verify Batch,BEYONDRX_AZ,9.5
Verify Batch,OHIO,8.79
Verify Batch,BEYONDRX_AZ,2.09
Verify Order,BEYONDRX_OH,6.53
Verify Order,BEYONDRX_AZ,10.11
Verify Fill,BEYONDRX_OH,14.1
Verify Fill,BEYONDRX_AZ,6.47
Verify Fill,OHIO,6.16
Verify Fill,BEYONDRX_AZ,9.76
Verify Batch,BEYONDRX_AZ,7.23
Verify Batch,BEYONDRX_AZ,6.61
Verify Order,BEYONDRX_OH,10.31
Verify Fill,BEYONDRX_AZ,6.83
Verify Order,BEYONDRX_AZ,8.32
Verify Fill,OHIO,8.83
Verify Order,BEYONDRX_OH,5.26
Verify Fill,OHIO,11.27
Verify Batch,OHIO,3.38
Verify Order,BEYONDRX_OH,10.45
Verify Fill,OHIO,8.76
Verify Fill,OHIO,6.77
Verify Order,OHIO,8.58
Verify Batch,BEYONDRX_OH,12.84
Verify Order,BEYONDRX_AZ,5.11
Verify Order,BEYONDRX_AZ,11.11
Verify Batch,BEYONDRX_AZ,8.67
Verify Fill,OHIO,11.38
Verify Order,BEYONDRX_AZ,4.15
Verify Order,BEYONDRX_OH,19.26
Verify Fill,BEYONDRX_OH,9.59
Verify Order,BEYONDRX_AZ,8.97
Verify Batch,BEYONDRX_AZ,12.49
Verify Fill,BEYONDRX_OH,7.03
Verify Fill,BEYONDRX_OH,12.66
Verify Batch,BEYONDRX_AZ,11.65
Verify Order,BEYONDRX_AZ,18.44
Verify Batch,BEYONDRX_AZ,3.76
Verify Order,OHIO,10.63
Verify Order,BEYONDRX_OH,12.63
Verify Order,BEYONDRX_OH,7.77
Verify Fill,OHIO,8.67
Verify Fill,BEYONDRX_AZ,6.12
Verify Fill,BEYONDRX_AZ,7.19
Verify Batch,BEYONDRX_AZ,2.31
Verify Fill,BEYONDRX_AZ,12.04
Verify Batch,BEYONDRX_AZ,10.74
Verify Order,BEYONDRX_AZ,5.24
Verify Batch,OHIO,6.33
Verify Batch,BEYONDRX_AZ,10.43
Verify Order,BEYONDRX_AZ,4.44
Verify Batch,OHIO,9.95
Verify Batch,BEYONDRX_AZ,6.9
Verify Fill,OHIO,3.56
Verify Order,BEYONDRX_AZ,12.96
Verify Fill,OHIO,7.55
Verify Fill,OHIO,11.18
Verify Batch,OHIO,10.23
Verify Batch,BEYONDRX_AZ,7.22
Verify Order,BEYONDRX_AZ,5.05
Verify Batch,BEYONDRX_OH,4.05
Verify Fill,BEYONDRX_OH,5.71
Verify Order,BEYONDRX_AZ,3.68
Verify Batch,BEYONDRX_OH,9.31
Verify Batch,BEYONDRX_AZ,10.54
Verify Batch,BEYONDRX_OH,12.07
Verify Order,OHIO,10.32
Verify Batch,BEYONDRX_AZ,7.41
Verify Fill,BEYONDRX_AZ,5.13
Verify Fill,BEYONDRX_AZ,12.43
Verify Fill,OHIO,11.4
Verify Fill,BEYONDRX_OH,10.48
Verify Order,BEYONDRX_AZ,10.07
Verify Batch,BEYONDRX_OH,9.37
Verify Order,BEYONDRX_OH,6.19
Verify Order,BEYONDRX_OH,5.28
Verify Order,BEYONDRX_OH,13.3
Verify Order,OHIO,10.7
Verify Batch,BEYONDRX_OH,3.09
Verify Batch,BEYONDRX_AZ,8.89
Verify Fill,OHIO,6.36
Verify Batch,BEYONDRX_AZ,7.95
Verify Batch,BEYONDRX_AZ,8.37
Verify Fill,BEYONDRX_OH,9.0
Verify Fill,BEYONDRX_OH,4.72
Verify Batch,BEYONDRX_OH,6.61
Verify Batch,OHIO,4.63
Verify Order,BEYONDRX_AZ,7.37
Verify Fill,OHIO,3.47
Verify Batch,BEYONDRX_OH,10.75
Verify Batch,BEYONDRX_OH,4.49
Verify Batch,BEYONDRX_AZ,5.83
Verify Batch,BEYONDRX_OH,4.4
Verify Order,BEYONDRX_AZ,7.81
Verify Batch,BEYONDRX_AZ,5.65
Verify Order,BEYONDRX_OH,7.38
Verify Order,BEYONDRX_AZ,8.42
Verify Batch,BEYONDRX_OH,6.31
Verify Fill,BEYONDRX_AZ,2.18
Verify Batch,OHIO,5.68
Verify Fill,OHIO,15.31
Verify Order,BEYONDRX_OH,17.34
Verify Fill,BEYONDRX_OH,8.42
Verify Fill,OHIO,12.55
Verify Order,BEYONDRX_AZ,7.16
Verify Order,BEYONDRX_AZ,5.06
Verify Fill,OHIO,14.31
Verify Fill,BEYONDRX_AZ,16.67
Verify Fill,BEYONDRX_OH,11.35
Verify Batch,BEYONDRX_AZ,13.7
Verify Batch,BEYONDRX_OH,5.17
Verify Fill,OHIO,2.97
Verify Fill,BEYONDRX_OH,5.84
Verify Batch,BEYONDRX_OH,12.4
Verify Fill,BEYONDRX_OH,11.17
Verify Fill,BEYONDRX_OH,10.04
Verify Order,BEYONDRX_AZ,10.69
Verify Batch,BEYONDRX_AZ,8.0
Verify Batch,BEYONDRX_AZ,5.63
Verify Fill,OHIO,27.04
Verify Batch,BEYONDRX_AZ,2.02
Verify Batch,OHIO,9.8
Verify Batch,BEYONDRX_AZ,6.11
Verify Order,BEYONDRX_OH,3.34
Verify Fill,BEYONDRX_AZ,10.54
Verify Batch,OHIO,4.83
Verify Order,OHIO,5.96
Verify Batch,BEYONDRX_OH,10.66
Verify Order,OHIO,6.24
Verify Fill,BEYONDRX_AZ,10.15
Verify Batch,BEYONDRX_OH,10.52
Verify Order,OHIO,6.52
Verify Batch,BEYONDRX_OH,6.67
Verify Fill,BEYONDRX_AZ,2.61
Verify Fill,OHIO,5.95
Verify Batch,BEYONDRX_AZ,6.36
Verify Order,BEYONDRX_OH,8.55
Verify Order,BEYONDRX_OH,6.94
Verify Fill,BEYONDRX_OH,6.04
Verify Order,OHIO,11.72
Verify Order,OHIO,13.31
Verify Order,OHIO,3.27
Verify Fill,BEYONDRX_AZ,8.49
Verify Batch,BEYONDRX_OH,5.71
Verify Batch,BEYONDRX_OH,7.89
Verify Batch,BEYONDRX_AZ,19.04
Verify Fill,BEYONDRX_OH,8.2
Verify Order,BEYONDRX_AZ,12.53
Verify Fill,BEYONDRX_OH,10.57
Verify Batch,OHIO,6.43
Verify Order,OHIO,8.62
Verify Fill,OHIO,4.02
Verify Fill,BEYONDRX_AZ,4.99
Verify Fill,OHIO,4.98
Verify Batch,BEYONDRX_AZ,7.23
Verify Batch,BEYONDRX_AZ,10.36
Verify Order,OHIO,2.76
Verify Order,BEYONDRX_OH,10.21
Verify Fill,BEYONDRX_OH,7.71
Verify Order,BEYONDRX_AZ,12.16
Verify Fill,BEYONDRX_OH,9.89
Verify Order,BEYONDRX_AZ,7.64
Verify Fill,OHIO,8.95
Verify Batch,OHIO,7.73
Verify Fill,BEYONDRX_AZ,2.79
Verify Fill,OHIO,9.47
Verify Batch,BEYONDRX_AZ,10.32
Verify Batch,OHIO,13.01
Verify Order,OHIO,8.71
Verify Order,BEYONDRX_AZ,19.88
Verify Batch,BEYONDRX_OH,14.96
Verify Fill,OHIO,6.44
Verify Fill,OHIO,7.5
Verify Batch,OHIO,8.91
Verify Order,OHIO,6.54
Verify Order,BEYONDRX_OH,6.64
Verify Batch,BEYONDRX_OH,3.94
Verify Fill,OHIO,5.07
Verify Fill,OHIO,4.67
Verify Order,BEYONDRX_OH,7.85
Verify Order,OHIO,6.36
Verify Batch,BEYONDRX_OH,8.22
Verify Fill,BEYONDRX_OH,4.18
Verify Fill,BEYONDRX_AZ,17.84
Verify Fill,BEYONDRX_OH,10.4
Verify Batch,OHIO,2.58
Verify Order,BEYONDRX_OH,9.12
Verify Order,BEYONDRX_OH,3.52
Verify Fill,OHIO,7.7
Verify Fill,BEYONDRX_AZ,12.69
Verify Fill,BEYONDRX_OH,2.91
Verify Order,BEYONDRX_OH,4.5
Verify Batch,OHIO,7.42
Verify Batch,BEYONDRX_AZ,6.88
Verify Fill,OHIO,13.69
Verify Batch,BEYONDRX_OH,6.18
Verify Batch,BEYONDRX_OH,10.74
Verify Batch,BEYONDRX_OH,5.17
Verify Batch,OHIO,6.88
Verify Fill,OHIO,5.21
Verify Order,BEYONDRX_AZ,3.98
Verify Fill,OHIO,7.03
Verify Batch,OHIO,3.88
Verify Batch,BEYONDRX_OH,9.97
Verify Order,BEYONDRX_OH,6.01
Verify Order,BEYONDRX_OH,12.23
Verify Batch,BEYONDRX_OH,7.38
Verify Order,BEYONDRX_OH,10.18
Verify Order,BEYONDRX_OH,10.64
Verify Order,BEYONDRX_OH,16.41
Verify Order,BEYONDRX_AZ,9.13
Verify Order,BEYONDRX_OH,6.08
Verify Fill,BEYONDRX_AZ,7.05
Verify Fill,BEYONDRX_OH,8.19
Verify Batch,BEYONDRX_AZ,10.2
Verify Fill,OHIO,9.55
Verify Order,BEYONDRX_OH,5.63
Verify Fill,BEYONDRX_OH,10.85
Verify Order,BEYONDRX_OH,5.65
Verify Batch,OHIO,6.54
Verify Order,BEYONDRX_AZ,5.55
Verify Order,OHIO,12.26
Verify Order,OHIO,9.66
Verify Order,OHIO,11.27
Verify Fill,BEYONDRX_OH,10.64
Verify Batch,BEYONDRX_OH,6.26
Verify Fill,BEYONDRX_OH,7.01
Verify Order,BEYONDRX_OH,8.36
Verify Batch,BEYONDRX_OH,12.6
Verify Order,OHIO,7.83
Verify Batch,OHIO,4.0
Verify Order,OHIO,7.91
Verify Batch,BEYONDRX_AZ,8.62
Verify Fill,BEYONDRX_OH,15.9
Verify Fill,BEYONDRX_AZ,3.46
Verify Fill,BEYONDRX_OH,2.17
Verify Order,BEYONDRX_OH,5.44
Verify Order,BEYONDRX_AZ,7.58
Verify Fill,OHIO,8.53
Verify Batch,BEYONDRX_AZ,4.9
Verify Batch,BEYONDRX_OH,5.58
Verify Fill,BEYONDRX_AZ,6.4
Verify Batch,BEYONDRX_AZ,15.1
Verify Fill,BEYONDRX_OH,9.0
Verify Order,OHIO,15.96
Verify Batch,OHIO,5.92
Verify Fill,BEYONDRX_OH,3.94
Verify Order,BEYONDRX_AZ,9.73
Verify Fill,OHIO,10.77
Verify Order,BEYONDRX_OH,11.14
Verify Fill,OHIO,15.13
Verify Fill,BEYONDRX_AZ,8.45
Verify Order,OHIO,21.7
Verify Order,BEYONDRX_OH,7.36
Verify Order,BEYONDRX_AZ,9.44
Verify Fill,BEYONDRX_OH,12.66
Verify Order,BEYONDRX_OH,9.92
Verify Batch,BEYONDRX_AZ,5.06
Verify Batch,BEYONDRX_OH,11.32
Verify Order,BEYONDRX_OH,10.18
Verify Fill,BEYONDRX_OH,9.89
Verify Order,BEYONDRX_AZ,10.07
Verify Fill,BEYONDRX_OH,5.83
